customer_id,full_name,email,city,signup_date
59,Asli Taş,asli.taş59@example.com,KahramanMaraş,2025-05-12
60,Selin Taş,selin.taş60@example.com,Antalya,2026-02-23
61,Emre Seker,emre.seker61@example.com,KahramanMaraş,2025-05-01
62,Ceyhun Seker,ceyhun.seker62@example.com,Izmir,2025-06-24
63,Selin Ülgü,selin.ülgü63@example.com,Bursa,2024-08-04
64,Berk Efe,berk.efe64@example.com,KahramanMaraş,2025-12-07
65,Doğan Eren,doğan.eren65@example.com,Izmir,2025-02-12
66,Ayse Arpacik,ayse.arpacik66@example.com,Izmir,2025-03-24
67,Berk Efe,berk.efe67@example.com,Bursa,2024-05-03
68,Doğan Ayhan,,Istanbul,2024-12-12
69,Emir Ülgü,emir.ülgü69@example.com,Antalya,2024-08-23
70,Emirhan Ayhan,emirhan.ayhan70@example.com,Istanbul,2024-03-13
71,Fatih Arpacik,fatih.arpacik71@example.com,Istanbul,2024-08-22
72,Asli Uslu,asli.uslu72@example.com,Izmir,2024-03-13
73,Ceyhun Ayhan,ceyhun.ayhan73@example.com,Izmir,2025-11-16
74,Elif Ayhan,elif.ayhan74@example.com,Antalya,2024-05-15
75,Fatih Ülgü,fatih.ülgü75@example.com,Antalya,2025-04-29
76,Doğan Tas,doğan.tas76@example.com,Bursa,2026-04-06
77,Fatmanur Ayhan,fatmanur.ayhan77@example.com,Istanbul,2024-04-09
78,Ayse Sager,ayse.sager78@example.com,Izmir,2025-03-09
79,Fatmanur Çakar,fatmanur.çakar79@example.com,KahramanMaraş,2024-02-25
80,Ayse Arpacik,ayse.arpacik80@example.com,KahramanMaraş,2024-04-10
81,Emir Sager,emir.sager81@example.com,KahramanMaraş,2024-12-13
82,Kerem Taş,kerem.taş82@example.com,Ankara,2024-07-15
83,Doğan Efe,doğan.efe83@example.com,Bursa,2024-05-23
84,Fatmanur Seker,fatmanur.seker84@example.com,Izmir,2025-04-18
85,Doğan Taş,,Bursa,2026-04-07
86,Selin Efe,selin.efe86@example.com,Istanbul,2024-02-21
87,Ayse Efe,ayse.efe87@example.com,Istanbul,2024-04-05
88,Berk Tas,berk.tas88@example.com,Ankara,2024-06-19
89,Fatmanur Çakar,fatmanur.çakar89@example.com,Bursa,2024-08-06
90,Selin Sager,selin.sager90@example.com,Istanbul,2024-06-17
91,Fatmanur Uslu,fatmanur.uslu91@example.com,Bursa,2024-09-28
92,Berk Tas,berk.tas92@example.com,Bursa,2024-10-19
93,Fatmanur Eren,fatmanur.eren93@example.com,KahramanMaraş,2026-03-13
94,Ceyhun Arpacik,ceyhun.arpacik94@example.com,KahramanMaraş,2025-05-13
95,Emre Ayhan,emre.ayhan95@example.com,Izmir,2024-08-10
96,Emir Ülgü,emir.ülgü96@example.com,KahramanMaraş,2025-07-09
97,Emir Eren,emir.eren97@example.com,Izmir,2024-02-28
98,Emir Ülgü,emir.ülgü98@example.com,Bursa,2025-05-29
99,Berk Efe,berk.efe99@example.com,Ankara,2024-02-28
100,Ceyhun Taş,ceyhun.taş100@example.com,Ankara,2024-03-11
101,Emirhan Taş,emirhan.taş101@example.com,KahramanMaraş,2026-06-01
102,Doğan Sager,,Istanbul,2026-08-22
103,Berk Ülgü,berk.ülgü103@example.com,Ankara,2025-08-15
104,Emirhan Uslu,emirhan.uslu104@example.com,Antalya,2024-03-24
105,Fatmanur Arpacik,fatmanur.arpacik105@example.com,Antalya,2025-08-01
106,Ceyhun Ermis,ceyhun.ermis106@example.com,Izmir,2024-07-28
107,Ayse Eren,ayse.eren107@example.com,Izmir,2024-09-01
108,Halim Sager,halim.sager108@example.com,Ankara,2025-11-18
109,Ayse Günes,ayse.günes109@example.com,Bursa,2024-11-19
110,Berk Tas,berk.tas110@example.com,Istanbul,2024-01-10
111,Elif Ülgü,elif.ülgü111@example.com,Antalya,2024-04-12
112,Asli Efe,asli.efe112@example.com,Ankara,2025-06-02
113,Halim Seker,halim.seker113@example.com,Izmir,2026-06-21
114,Asli Ayhan,asli.ayhan114@example.com,Izmir,2024-10-18
115,Emre Çakar,emre.çakar115@example.com,Antalya,2025-12-21
116,Halim Ülgü,halim.ülgü116@example.com,KahramanMaraş,2025-06-25
117,Emir Arpacik,emir.arpacik117@example.com,Antalya,2024-11-02
118,Berk Arpacik,berk.arpacik118@example.com,Istanbul,2026-08-19
119,Berk Seker,,Izmir,2024-04-28
120,Berk Taş,berk.taş120@example.com,KahramanMaraş,2025-07-20
121,Emre Günes,emre.günes121@example.com,Izmir,2025-09-11
122,Doğan Eren,doğan.eren122@example.com,Izmir,2024-07-27
123,Ayse Arpacik,ayse.arpacik123@example.com,Izmir,2025-06-01
124,Elif Günes,elif.günes124@example.com,Istanbul,2024-04-04
125,Ayse Sager,ayse.sager125@example.com,Izmir,2024-02-15
126,Emir Ermis,emir.ermis126@example.com,Ankara,2025-10-14
127,Halim Seker,halim.seker127@example.com,KahramanMaraş,2025-03-28
128,Ceyhun Eren,ceyhun.eren128@example.com,Bursa,2025-07-28
129,Emir Taş,emir.taş129@example.com,Istanbul,2026-08-25
130,Berk Eren,berk.eren130@example.com,Ankara,2025-07-12
131,Emir Ermis,emir.ermis131@example.com,Antalya,2025-07-19
132,Emre Sager,emre.sager132@example.com,Ankara,2024-02-12
133,Halim Ermis,halim.ermis133@example.com,Istanbul,2026-07-09
134,Sinan Ayhan,sinan.ayhan134@example.com,KahramanMaraş,2024-09-12
135,Ayse Taş,ayse.taş135@example.com,Izmir,2026-03-09
136,Ceyhun Sager,,Antalya,2026-02-06
137,Emre Ayhan,emre.ayhan137@example.com,Ankara,2026-03-30
138,Kerem Seker,kerem.seker138@example.com,Bursa,2024-01-26
139,Emre Eren,emre.eren139@example.com,Izmir,2026-03-12
140,Berk Sager,berk.sager140@example.com,KahramanMaraş,2026-06-03
141,Fatih Tas,fatih.tas141@example.com,Ankara,2024-09-30
142,Emre Tas,emre.tas142@example.com,KahramanMaraş,2024-04-20
143,Fatmanur Uslu,fatmanur.uslu143@example.com,Bursa,2024-08-15
144,Doğan Çakar,doğan.çakar144@example.com,Izmir,2024-11-08
145,Selin Tas,selin.tas145@example.com,Ankara,2024-08-16
146,Emir Arpacik,emir.arpacik146@example.com,Ankara,2025-02-12
147,Sinan Günes,sinan.günes147@example.com,Istanbul,2026-03-02
148,Halim Ermis,halim.ermis148@example.com,KahramanMaraş,2025-06-05
149,Fatmanur Arpacik,fatmanur.arpacik149@example.com,Antalya,2024-12-05
150,Emir Taş,emir.taş150@example.com,Izmir,2024-07-01
151,Emirhan Günes,emirhan.günes151@example.com,Istanbul,2024-04-21
152,Emirhan Sager,emirhan.sager152@example.com,Izmir,2026-01-16
153,Kerem Ermis,,Bursa,2025-09-12
154,Ceyhun Taş,ceyhun.taş154@example.com,Bursa,2026-07-10
155,Emirhan Ayhan,emirhan.ayhan155@example.com,Izmir,2024-02-15
156,Fatih Sager,fatih.sager156@example.com,Istanbul,2025-06-16
157,Berk Tas,berk.tas157@example.com,Antalya,2025-12-04
158,Fatih Eren,fatih.eren158@example.com,KahramanMaraş,2025-11-17
159,Doğan Ermis,doğan.ermis159@example.com,Bursa,2024-03-12
160,Ayse Ermis,ayse.ermis160@example.com,Antalya,2024-11-17
161,Ayse Taş,ayse.taş161@example.com,KahramanMaraş,2026-07-10
162,Halim Efe,halim.efe162@example.com,Izmir,2025-11-13
163,Fatmanur Ermis,fatmanur.ermis163@example.com,Bursa,2025-12-14
164,Halim Efe,halim.efe164@example.com,Ankara,2024-07-15
165,Fatmanur Arpacik,fatmanur.arpacik165@example.com,Bursa,2025-11-24
166,Fatih Seker,fatih.seker166@example.com,Antalya,2025-08-05
167,Halim Sager,halim.sager167@example.com,Antalya,2026-05-03
168,Emir Günes,emir.günes168@example.com,Izmir,2024-08-03
169,Fatmanur Tas,fatmanur.tas169@example.com,Antalya,2025-09-13
170,Ayse Ermis,,Bursa,2025-03-28
171,Elif Arpacik,elif.arpacik171@example.com,Ankara,2025-06-07
172,Elif Tas,elif.tas172@example.com,KahramanMaraş,2024-06-22
173,Ayse Taş,ayse.taş173@example.com,Izmir,2025-06-11
174,Ayse Arpacik,ayse.arpacik174@example.com,Antalya,2024-12-09
175,Asli Tas,asli.tas175@example.com,Ankara,2025-11-19
176,Halim Ayhan,halim.ayhan176@example.com,Ankara,2024-05-30
177,Emir Uslu,emir.uslu177@example.com,Ankara,2025-05-01
178,Emirhan Tas,emirhan.tas178@example.com,Istanbul,2025-04-11
179,Fatmanur Arpacik,fatmanur.arpacik179@example.com,Antalya,2024-07-18
180,Fatih Eren,fatih.eren180@example.com,Bursa,2025-05-21
181,Fatmanur Ayhan,fatmanur.ayhan181@example.com,Ankara,2025-11-02
182,Fatih Uslu,fatih.uslu182@example.com,Istanbul,2026-03-08
183,Fatmanur Ayhan,fatmanur.ayhan183@example.com,Ankara,2026-04-03
184,Fatih Efe,fatih.efe184@example.com,Bursa,2024-02-21
185,Ceyhun Ayhan,ceyhun.ayhan185@example.com,Istanbul,2025-04-12
186,Emre Tas,emre.tas186@example.com,Bursa,2025-11-14
187,Ceyhun Efe,,Antalya,2024-11-20
188,Kerem Çakar,kerem.çakar188@example.com,Antalya,2026-04-14
189,Fatih Efe,fatih.efe189@example.com,Bursa,2026-04-30
190,Berk Efe,berk.efe190@example.com,Bursa,2026-07-07
191,Emre Eren,emre.eren191@example.com,Bursa,2025-04-05
192,Halim Tas,halim.tas192@example.com,Ankara,2026-05-10
193,Ayse Günes,ayse.günes193@example.com,Antalya,2025-05-11
194,Ayse Ayhan,ayse.ayhan194@example.com,Izmir,2025-03-26
195,Asli Eren,asli.eren195@example.com,Izmir,2024-08-28
196,Halim Ermis,halim.ermis196@example.com,Izmir,2026-07-03
197,Ceyhun Taş,ceyhun.taş197@example.com,Ankara,2024-06-03
198,Doğan Sager,doğan.sager198@example.com,KahramanMaraş,2024-06-05
199,Fatih Ayhan,fatih.ayhan199@example.com,Istanbul,2025-02-28
200,Fatmanur Ermis,fatmanur.ermis200@example.com,Antalya,2025-04-22
201,Fatmanur Uslu,fatmanur.uslu201@example.com,Ankara,2026-05-02
202,Fatmanur Sager,fatmanur.sager202@example.com,Antalya,2026-08-26
203,Fatih Uslu,fatih.uslu203@example.com,Antalya,2025-01-24
204,Elif Uslu,,Izmir,2024-11-01
205,Kerem Sager,kerem.sager205@example.com,Bursa,2025-07-05
206,Fatih Eren,fatih.eren206@example.com,Antalya,2026-03-30
207,Emirhan Ayhan,emirhan.ayhan207@example.com,Bursa,2024-08-12
208,Halim Sager,halim.sager208@example.com,Bursa,2024-01-30
209,Fatmanur Ermis,fatmanur.ermis209@example.com,KahramanMaraş,2025-11-26
210,Kerem Sager,kerem.sager210@example.com,KahramanMaraş,2024-06-18
211,Selin Çakar,selin.çakar211@example.com,Ankara,2025-09-29
212,Ceyhun Uslu,ceyhun.uslu212@example.com,Bursa,2025-08-29
213,Emirhan Arpacik,emirhan.arpacik213@example.com,Istanbul,2024-03-26
214,Ayse Sager,ayse.sager214@example.com,Ankara,2026-06-06
215,Elif Seker,elif.seker215@example.com,Istanbul,2024-09-23
216,Fatmanur Ermis,fatmanur.ermis216@example.com,Ankara,2025-04-10
217,Sinan Ermis,sinan.ermis217@example.com,Bursa,2024-10-11
218,Kerem Sager,kerem.sager218@example.com,Izmir,2026-05-04
219,Asli Çakar,asli.çakar219@example.com,Istanbul,2026-02-06
220,Ceyhun Uslu,ceyhun.uslu220@example.com,Izmir,2024-08-17
221,Ayse Taş,,KahramanMaraş,2024-02-11
222,Kerem Uslu,kerem.uslu222@example.com,Ankara,2024-07-23
223,Selin Uslu,selin.uslu223@example.com,Antalya,2024-06-05
224,Doğan Seker,doğan.seker224@example.com,Bursa,2025-11-16
225,Asli Ülgü,asli.ülgü225@example.com,Ankara,2025-04-21
226,Fatih Günes,fatih.günes226@example.com,Izmir,2024-06-20
227,Emirhan Ülgü,emirhan.ülgü227@example.com,KahramanMaraş,2026-01-05
228,Asli Tas,asli.tas228@example.com,Ankara,2024-11-14
229,Asli Ülgü,asli.ülgü229@example.com,Istanbul,2026-08-09
230,Halim Ülgü,halim.ülgü230@example.com,KahramanMaraş,2026-07-18
231,Fatmanur Sager,fatmanur.sager231@example.com,KahramanMaraş,2024-07-22
232,Asli Ülgü,asli.ülgü232@example.com,KahramanMaraş,2026-04-30
233,Ayse Ayhan,ayse.ayhan233@example.com,Istanbul,2025-12-14
234,Kerem Günes,kerem.günes234@example.com,KahramanMaraş,2025-09-06
235,Kerem Taş,kerem.taş235@example.com,Antalya,2026-03-12
236,Emir Ermis,emir.ermis236@example.com,Antalya,2025-03-14
237,Ayse Ermis,ayse.ermis237@example.com,Istanbul,2025-06-02
238,Ayse Ermis,,Istanbul,2026-05-19
239,Fatmanur Çakar,fatmanur.çakar239@example.com,Istanbul,2025-03-19
240,Sinan Arpacik,sinan.arpacik240@example.com,Bursa,2025-12-25
241,Emre Sager,emre.sager241@example.com,Ankara,2026-01-21
242,Ceyhun Arpacik,ceyhun.arpacik242@example.com,Izmir,2025-09-22
243,Kerem Efe,kerem.efe243@example.com,Bursa,2025-04-21
244,Fatmanur Eren,fatmanur.eren244@example.com,Antalya,2024-10-01
245,Sinan Ayhan,sinan.ayhan245@example.com,Istanbul,2024-10-12
246,Berk Çakar,berk.çakar246@example.com,Ankara,2026-02-07
247,Elif Ülgü,elif.ülgü247@example.com,Antalya,2025-11-15
248,Fatmanur Ermis,fatmanur.ermis248@example.com,Istanbul,2025-05-21
249,Selin Ermis,selin.ermis249@example.com,Ankara,2025-05-14
250,Doğan Ermis,doğan.ermis250@example.com,Izmir,2024-12-14
251,Halim Ülgü,halim.ülgü251@example.com,KahramanMaraş,2026-06-20
252,Halim Efe,halim.efe252@example.com,Istanbul,2025-06-13
253,Doğan Taş,doğan.taş253@example.com,Ankara,2026-01-07
254,Fatmanur Çakar,fatmanur.çakar254@example.com,Antalya,2026-02-15
255,Doğan Eren,,Bursa,2025-10-23
256,Fatih Çakar,fatih.çakar256@example.com,Bursa,2026-03-22
257,Emir Taş,emir.taş257@example.com,Izmir,2024-08-14
258,Fatmanur Eren,fatmanur.eren258@example.com,Ankara,2024-11-09
259,Ayse Ülgü,ayse.ülgü259@example.com,Izmir,2025-04-29
260,Ceyhun Efe,ceyhun.efe260@example.com,Izmir,2025-03-11
261,Fatih Efe,fatih.efe261@example.com,Izmir,2024-12-26
262,Fatih Çakar,fatih.çakar262@example.com,Izmir,2024-11-09
263,Halim Ayhan,halim.ayhan263@example.com,Istanbul,2026-01-08
264,Doğan Ermis,doğan.ermis264@example.com,Istanbul,2026-01-30
265,Ceyhun Tas,ceyhun.tas265@example.com,KahramanMaraş,2024-07-08
266,Doğan Ayhan,doğan.ayhan266@example.com,KahramanMaraş,2025-05-10
267,Halim Eren,halim.eren267@example.com,Antalya,2026-02-17
268,Ceyhun Ülgü,ceyhun.ülgü268@example.com,Izmir,2024-04-12
269,Selin Ayhan,selin.ayhan269@example.com,Izmir,2024-08-20
270,Sinan Seker,sinan.seker270@example.com,Izmir,2024-01-15
271,Fatih Efe,fatih.efe271@example.com,Ankara,2024-10-07
272,Emir Uslu,,Antalya,2024-10-26
273,Fatih Seker,fatih.seker273@example.com,KahramanMaraş,2026-06-08
274,Kerem Çakar,kerem.çakar274@example.com,Istanbul,2026-06-12
275,Emir Ülgü,emir.ülgü275@example.com,Izmir,2025-04-25
276,Elif Çakar,elif.çakar276@example.com,Izmir,2024-07-07
277,Emir Günes,emir.günes277@example.com,Bursa,2024-04-26
278,Selin Taş,selin.taş278@example.com,Bursa,2025-05-18
279,Asli Ülgü,asli.ülgü279@example.com,KahramanMaraş,2025-12-03
280,Emir Seker,emir.seker280@example.com,Ankara,2026-04-10
281,Emirhan Günes,emirhan.günes281@example.com,Istanbul,2024-09-11
282,Asli Efe,asli.efe282@example.com,Bursa,2025-09-12
283,Emirhan Tas,emirhan.tas283@example.com,Antalya,2024-08-19
284,Kerem Efe,kerem.efe284@example.com,Bursa,2025-04-06
285,Berk Çakar,berk.çakar285@example.com,Izmir,2026-05-30
286,Emirhan Sager,emirhan.sager286@example.com,Izmir,2025-08-05
287,Emirhan Uslu,emirhan.uslu287@example.com,Antalya,2026-01-27
288,Asli Tas,asli.tas288@example.com,Ankara,2025-10-02
289,Doğan Günes,,KahramanMaraş,2024-03-24
290,Emre Ayhan,emre.ayhan290@example.com,Ankara,2025-07-19
291,Asli Seker,asli.seker291@example.com,Istanbul,2025-02-22
292,Elif Eren,elif.eren292@example.com,Antalya,2025-04-26
293,Halim Uslu,halim.uslu293@example.com,Ankara,2024-10-22
294,Fatih Günes,fatih.günes294@example.com,KahramanMaraş,2026-05-30
295,Elif Taş,elif.taş295@example.com,KahramanMaraş,2024-08-27
296,Berk Günes,berk.günes296@example.com,KahramanMaraş,2025-08-26
297,Ayse Tas,ayse.tas297@example.com,Ankara,2025-03-11
298,Asli Efe,asli.efe298@example.com,Ankara,2025-10-25
299,Emre Günes,emre.günes299@example.com,Ankara,2024-03-14
300,Emir Seker,emir.seker300@example.com,Izmir,2025-09-01
301,Fatih Ülgü,fatih.ülgü301@example.com,Izmir,2025-03-25
302,Asli Çakar,asli.çakar302@example.com,KahramanMaraş,2024-11-07
303,Fatih Sager,fatih.sager303@example.com,Izmir,2025-05-27
304,Ceyhun Çakar,ceyhun.çakar304@example.com,Bursa,2024-03-23
305,Emirhan Uslu,emirhan.uslu305@example.com,Bursa,2026-01-22
306,Sinan Ülgü,,Izmir,2024-01-27
307,Asli Ayhan,asli.ayhan307@example.com,KahramanMaraş,2026-05-06
308,Selin Ülgü,selin.ülgü308@example.com,Antalya,2026-08-31
309,Emir Tas,emir.tas309@example.com,KahramanMaraş,2026-04-21
310,Halim Ülgü,halim.ülgü310@example.com,Istanbul,2026-02-20
311,Kerem Seker,kerem.seker311@example.com,Bursa,2025-06-15
312,Ayse Çakar,ayse.çakar312@example.com,Izmir,2024-07-04
313,Emirhan Sager,emirhan.sager313@example.com,KahramanMaraş,2026-04-13
314,Elif Taş,elif.taş314@example.com,Bursa,2024-12-22
315,Fatmanur Ermis,fatmanur.ermis315@example.com,Izmir,2025-11-17
316,Asli Seker,asli.seker316@example.com,Izmir,2025-02-25
317,Fatih Çakar,fatih.çakar317@example.com,Izmir,2025-11-09
318,Fatmanur Tas,fatmanur.tas318@example.com,Antalya,2024-02-07
319,Elif Taş,elif.taş319@example.com,Izmir,2024-09-15
320,Sinan Taş,sinan.taş320@example.com,Bursa,2026-06-04
321,Ceyhun Uslu,ceyhun.uslu321@example.com,KahramanMaraş,2026-06-09
322,Ceyhun Çakar,ceyhun.çakar322@example.com,Bursa,2024-02-25
323,Doğan Efe,,Izmir,2025-09-29
324,Kerem Çakar,kerem.çakar324@example.com,KahramanMaraş,2025-03-28
325,Kerem Uslu,kerem.uslu325@example.com,Ankara,2024-09-30
326,Ceyhun Seker,ceyhun.seker326@example.com,Izmir,2025-03-24
327,Berk Eren,berk.eren327@example.com,Bursa,2024-05-04
328,Emir Arpacik,emir.arpacik328@example.com,Antalya,2026-03-29
329,Doğan Eren,doğan.eren329@example.com,Ankara,2024-11-14
330,Ceyhun Uslu,ceyhun.uslu330@example.com,Antalya,2025-02-21
331,Asli Ayhan,asli.ayhan331@example.com,Istanbul,2025-04-17
332,Asli Arpacik,asli.arpacik332@example.com,Ankara,2025-05-25
333,Berk Eren,berk.eren333@example.com,Izmir,2025-06-05
334,Fatih Günes,fatih.günes334@example.com,Bursa,2026-05-04
335,Elif Çakar,elif.çakar335@example.com,Ankara,2025-04-12
336,Ceyhun Seker,ceyhun.seker336@example.com,Bursa,2024-07-14
337,Berk Ülgü,berk.ülgü337@example.com,Antalya,2026-02-03
338,Berk Seker,berk.seker338@example.com,Istanbul,2024-10-09
339,Kerem Tas,kerem.tas339@example.com,Bursa,2024-12-14
340,Berk Tas,,Antalya,2024-09-30
341,Selin Uslu,selin.uslu341@example.com,Izmir,2026-01-13
342,Halim Ülgü,halim.ülgü342@example.com,Antalya,2025-11-06
343,Elif Seker,elif.seker343@example.com,Bursa,2025-07-05
344,Elif Ermis,elif.ermis344@example.com,Izmir,2025-07-19
345,Kerem Efe,kerem.efe345@example.com,Bursa,2025-04-11
346,Berk Ermis,berk.ermis346@example.com,Ankara,2025-12-15
347,Doğan Ülgü,doğan.ülgü347@example.com,Bursa,2024-08-27
348,Selin Tas,selin.tas348@example.com,Bursa,2024-02-14
349,Sinan Eren,sinan.eren349@example.com,Bursa,2025-12-23
350,Berk Tas,berk.tas350@example.com,Bursa,2025-01-30
351,Ayse Tas,ayse.tas351@example.com,KahramanMaraş,2024-06-04
352,Elif Uslu,elif.uslu352@example.com,Ankara,2025-05-29
353,Emirhan Ermis,emirhan.ermis353@example.com,Istanbul,2026-06-14
354,Selin Çakar,selin.çakar354@example.com,Istanbul,2025-06-22
355,Berk Çakar,berk.çakar355@example.com,Istanbul,2026-01-09
356,Emre Sager,emre.sager356@example.com,KahramanMaraş,2024-06-07
357,Asli Çakar,,Izmir,2024-12-12
358,Emirhan Eren,emirhan.eren358@example.com,Bursa,2025-10-27
359,Asli Ermis,asli.ermis359@example.com,KahramanMaraş,2026-05-29
360,Ceyhun Sager,ceyhun.sager360@example.com,Izmir,2025-10-03
361,Fatih Tas,fatih.tas361@example.com,Bursa,2026-06-12
362,Ceyhun Uslu,ceyhun.uslu362@example.com,Antalya,2024-03-11
363,Doğan Arpacik,doğan.arpacik363@example.com,KahramanMaraş,2026-08-01
364,Halim Ayhan,halim.ayhan364@example.com,KahramanMaraş,2024-04-02
365,Fatmanur Taş,fatmanur.taş365@example.com,KahramanMaraş,2025-12-21
366,Selin Taş,selin.taş366@example.com,Bursa,2024-06-19
367,Fatih Günes,fatih.günes367@example.com,Istanbul,2024-02-17
368,Sinan Tas,sinan.tas368@example.com,Istanbul,2024-10-27
369,Sinan Ermis,sinan.ermis369@example.com,Bursa,2024-05-29
370,Doğan Efe,doğan.efe370@example.com,Bursa,2025-08-02
371,Ayse Tas,ayse.tas371@example.com,Ankara,2024-06-23
372,Emre Taş,emre.taş372@example.com,Antalya,2026-06-10
373,Fatmanur Ülgü,fatmanur.ülgü373@example.com,KahramanMaraş,2024-09-03
374,Elif Ülgü,,Ankara,2024-08-25
375,Elif Arpacik,elif.arpacik375@example.com,Izmir,2025-04-15
376,Halim Arpacik,halim.arpacik376@example.com,Istanbul,2026-07-09
377,Kerem Çakar,kerem.çakar377@example.com,Izmir,2025-11-24
378,Ceyhun Seker,ceyhun.seker378@example.com,Istanbul,2025-03-28
379,Sinan Ülgü,sinan.ülgü379@example.com,Izmir,2025-10-16
380,Fatmanur Eren,fatmanur.eren380@example.com,Izmir,2025-04-12
381,Selin Günes,selin.günes381@example.com,Ankara,2025-01-28
382,Selin Çakar,selin.çakar382@example.com,Istanbul,2024-08-30
383,Fatmanur Ülgü,fatmanur.ülgü383@example.com,Izmir,2025-08-11
384,Halim Eren,halim.eren384@example.com,Izmir,2024-01-23
385,Selin Arpacik,selin.arpacik385@example.com,Bursa,2024-10-08
386,Emir Ülgü,emir.ülgü386@example.com,KahramanMaraş,2026-03-07
387,Fatih Uslu,fatih.uslu387@example.com,Antalya,2026-02-02
388,Elif Günes,elif.günes388@example.com,Ankara,2025-09-13
389,Kerem Ermis,kerem.ermis389@example.com,Ankara,2025-10-13
390,Doğan Ülgü,doğan.ülgü390@example.com,Izmir,2025-11-25
391,Kerem Eren,,KahramanMaraş,2025-11-28
392,Selin Seker,selin.seker392@example.com,KahramanMaraş,2024-04-09
393,Berk Arpacik,berk.arpacik393@example.com,KahramanMaraş,2024-02-10
